2014-09-24 11:05:29	positive	orjanoi	@erna_solberg @Siv_Jensen_FrP @jensstoltenberg @jonasgahrstore: Skremmende at regjeringen vil selge aksjer i statlige selskap til utlandet.
2014-09-22 14:53:48	negative	LarsJoakimH	@zeronorge de gjør mye bra på Borregaard. Regjeringen satser på FoU. @erna_solberg, Listhaug og Mæland har alle besøkt bedriften @siggena
2014-09-26 21:14:01	neutral	wnordgaard	#erna_solberg utrolig at vi skal favorisere utenlandske nettbutikker med mva fritak ???? Populisme?
2014-09-26 15:24:44	positive	krfu_hordaland	@kjellingolf snakker om #menneskehandel og tigging! Håper det kommer enda mer på Stortingets agenda fremover @erna_solberg @KAHareide
2014-10-02 07:46:46	negative	janovenystuen	Politikken seiret over idretten, men nye muligheter vil åpne seg @oloslo http://t.co/OLfhSfwv6H
2014-09-26 19:17:42	neutral	Frietanker	@erna_solberg Et diskré tips på fredagskvelden, du har fått med deg dobbelutgivelsen m Prince? :-)
2014-09-26 18:35:31	neutral	DanielHanSelv	Lurer på om @erna_solberg kommer til å kritisere Assad for å bruke kjemiske våpen på ISIS.
2014-10-01 05:12:42	neutral	Oijans	Hvis #IOCpampene skal ha all reklameplass her i byen i #OL2022 kan jeg se for meg at OL-budsjettet kan komme til å sprekke @erna_solberg
2014-09-24 15:52:00	neutral	EyvindYork	Eg håper de kommenterte det norske flagget som står der @Utenriksdept @erna_solberg @borgebrende
2014-10-09 09:10:37	neutral	Oijans	@abjartnes: @OsmundsenTerje Du peker på et opplagt behov for politisk lederskap. Hvor er @erna_solberg ?
2014-09-28 14:06:56	neutral	JornRiise	@krohntraaseth @Hoyre har endret kravet for å si ja. I vår sa @erna_solberg at det måtte være flertall i folket, nå er stortingsflertall nok
2014-09-25 20:25:03	neutral	LailaBokhari	@Statsmin_kontor: Innovativt globalt helseinitiativ får norsk støtte. @erna_solberg #EWEC #UNGA69 http://t.co/aJ0CmxiJCV
2014-09-26 17:24:46	neutral	TorsteinTS	Så @erna_solberg tale på FNs generalforsamling i New York - god og tydelig tale om helse, likestilling, og miljø http://t.co/l82sX4fV2Q
2014-09-21 19:44:48	neutral	CFikseP	Valgløftesvikt til både lærere og politi, flott å ha et parti som går foran og viser vei?? @Hoyre @konservativ @erna_solberg #løftebrudd
2014-09-26 17:06:41	neutral	QayumZubair	@erna_solberg dette er Pakistans mest korrupte mann, 17 juni fikk han drept sine politiske fredelige motstandere, brukte korrupt politi.
2014-09-22 19:43:00	neutral	larskielland	@RagnhildMe @frp_no @Hoyre @erna_solberg hm. Hvis jeg hadde valget mellom Milano eller Norge...tja
2014-09-26 17:00:34	neutral	orjanoi	@hegestorhaug @jonasgahrstore @RaymondJohansen @Siv_Jensen_FrP @erna_solberg: Å slippe inn tusenvis av innvandrere er også landssvik.
2014-09-26 16:55:51	neutral	bergastolen	@Nina_Jensen: Store forventninger til @erna_solberg og @TSundtoft på #klimatoppmøte #UNGA idag. Følg direkte: http://t.co/7JYGjxxyhQ
2014-10-01 11:18:51	neutral	RightHandBrewer	"@Rammnieu: Spennende tider. I dag skal Høyre stemme om de er for eller mot korrupsjon." @erna_solberg @Hoyre
2014-09-24 20:14:31	neutral	NEngelschion	@Utenriksdept: Viktig møte i #UNSC om #fremmedkrigere. Int samf må stå sammen for å møte trusselen -  @borgebrende @erna_solberg
2014-09-26 16:37:33	neutral	lindishurum	@SolheimDAC Enig! hva gjør Norge @erna_solberg? @Regjeringen
2014-09-27 21:19:46	neutral	EspenIversen	@jensstoltenberg Den der skal @erna_solberg jobbe bra med å toppe. @eivindtraedal @vafelhektor
2014-09-24 07:56:41	neutral	Miljoagentene	I morgen er Gå til skolen-aksjonen. Miljøagent Sara (11) skal vise frem sin skolevei til Lakkega skole. Blir du med å gå @erna_solberg ?
2014-09-26 16:19:19	neutral	JonFredrikHeen	@erna_solberg virkelig flott tale i FN's generalforsamling.
2014-10-08 13:38:00	neutral	olemathis	@henrikgalvao @aft_politikk @erna_solberg @Aftenposten Det kalles politikk
2014-10-08 12:03:14	neutral	sykkeloyvind	@IngoMatzat: @nikolaiastrup Byen er jo bare tett fordi det er biler overalt! @olavtorvund @Hoyre @erna_solberg
2014-09-26 15:54:59	neutral	iGeirr	@krfu_hordaland Møtefri - kjør på. Ønsker dere en riktig god helg. @hordalandkrf @erna_solberg @KrFNorge http://t.co/0swXu7dBHT
2014-09-27 08:45:28	neutral	AstridIren	@erna_solberg ikke det nei.  Takk for laget.
2014-09-23 18:00:03	neutral	zeronorge	Er skuffet foresatt av en av de beste elevene i klassen under #UNClimateSummit http://t.co/ClTwgbW0my @TSundtoft @erna_solberg
2014-09-28 14:09:54	neutral	CecilieBedsvaag	@oskuls @sponsorconsult @erna_solberg @jonasgahrstore Forskjellen vil merkes på planovergang i Vinderen- og Slemdalkryssene m.m. #Oslo2022
2014-09-26 15:29:29	neutral	JanLindeberg	Daim med mint, veldig god sjokolade. Begrenset opplag :-( Unn deg noe godt i helga. #helgekos @erna_solberg #daim http://t.co/ycopS2t9NE
2014-09-27 16:57:57	neutral	bavalde	Søkehistorikk til @mikkelgruner   * teite Erna &amp; dum * snille muslimer som ikke halshugger * enda kulere T-shirts m Che * offentlige guder
2014-09-28 06:16:37	neutral	LailaBokhari	@Hoyre: .@erna_solberg og Gwen Stefani på samme scene i Central Park i dag: http://t.co/k6bEFAFIdj #GlobalCitizenFestival
2014-09-25 12:38:41	neutral	bistandsaktuelt	Erna Solberg møter nå Ban KI- moon til frokostmøte i NY for å snakke om fremgang i arbeidet med tusenårsmålene + lansere ny MDG- rapport.
2014-10-02 19:51:01	neutral	BjoornRa	@OlaAnton @HadiaTajik @erna_solberg Men dette kunne politiforbundet ordnet oppi ved å gå tilbake til gamle arbeidstidsavtaler. Frigi penger
2014-09-26 14:17:36	neutral	sana_s89	@erna_solberg Ikke bruk tid på han. 66/ 100 kvinner i Pak er analfabeter og 1 % av GDP blir brukt på helse, tenker han på landet? NEI!
2014-09-24 07:37:01	neutral	MarieReinBore	@Nina_Jensen: Hvor ble det av den lovede ledertrøya, @erna_solberg og @TSundtoft? Dette var stusselige greier http://t.co/K1Eqy7fK9f
2014-09-22 14:45:20	neutral	geirhansen3	@kldep @erna_solberg @TSundtoft å bruke kreosot i bomiljøer er en kriminell handling,miljøkriminelt,kreosot er organskadelig,kreftfrekallend
2014-09-28 10:21:00	neutral	Jensbg	@sponsorconsult @erna_solberg @jonasgahrstore Dette begynner å lukte!
2014-09-22 14:40:39	neutral	JarlWaage	@SosialistRuffen @erna_solberg Dette åtaket deira på #fedrekvoten gjer meg direkte trist.
2014-10-02 08:34:02	neutral	TDrivenes	Mye kloke ord.  http://t.co/azWplpkVqg
2014-09-28 20:49:45	neutral	SosialistRuffen	@pemyh: Joda, men bare Oslo får OL, så ordner det seg nok, ikke sant @Hoyre @erna_solberg http://t.co/yNZtc4aTDe
2014-09-26 13:25:58	neutral	masterpitchNO	Pitch fra @ingriddrogstad om fremstilling av kvinnlige politikere: http://t.co/r7J0fWQ9HP Hva tenker du @erna_solberg? #masterpitchNO
2014-09-27 08:31:44	neutral	geirpo	@CHKrey Ser heller ikke at FrP kan bøye av. Og en dissens må jo aksepteres av @erna_solberg #oslo2022
2014-09-26 12:55:48	neutral	KyrreLind	Det kan bli aktuelt å sende flere norske helsearbeidere til de ebolaramma landene i Vest-Afrika, sier Erna Solberg. http://t.co/wb5eNj6ZMO
2014-09-28 11:02:46	neutral	thorbjarnebore	"CO2-lagring kan bli Nordsjøens neste industrieventyr. Denne sjansen må Erna Solberg gripe" http://t.co/1AxQbe7WuM
2014-09-27 21:13:04	neutral	psykologisk	@erna_solberg Faten Mahdi Al-Hussaini tror på avkapping av hender samt dødsstraff for utroskap. Hvorfor omfavner du hennes meninger slik?
2014-09-26 12:30:45	neutral	AqilOslo	@erna_solberg burde ikke møte korrupte Nawaz Sharif som er også siktet for drap på uskyldige personer.
2014-09-26 12:29:47	neutral	GunnMPie	36 born tvangsutsendt frå Norge http://t.co/rgCwHAo8WU @AndersAnundsen @erna_solberg @Trinesg @KAHareide @Siv_Jensen_FrP @ReddBarna @NOASorg
2014-09-28 14:09:43	neutral	krohntraaseth	@JornRiise men, det har vel vært relativt opplagt og kjent hvordan beslutningsstrukturen er rundt slike saker i Norge? @Hoyre @erna_solberg
2014-09-24 08:39:46	neutral	DevelopmentFund	.@Regjeringen og @erna_solberg vil bevare regnskog. Da burde dere begrense soyaimporten. http://t.co/kRv3NeNUWT
2014-09-26 11:44:06	neutral	Iqra_Ejaz	@erna_solberg En korrupt morder er vel ikke en å inngå avtaler med.Bedre å vente til han erstattes m/ en ærlig leder! http://t.co/9fVXQjaEOU
2014-09-27 08:33:35	neutral	CHKrey	@geirpo Hvis OL blir en realitet OG Frp fortsetter i regjering, så skal det blir meg et merkelig politisk klima videre.... @erna_solberg
2014-09-26 11:18:00	neutral	orjanoi	@jonasgahrstore @KToppe @Siv_Jensen_FrP @erna_solberg @BentHHoyre: Politikerne må ta grep angående kreft og ikke overlate det til legene.
2014-09-30 07:24:15	neutral	PetterAaslestad	@erna_solberg og kunnskapsminister @konservativ varsler i dag kl 10 store reformer i skolen, til @Trinesg store forventning, ifølge @NTB
2014-09-27 15:26:53	neutral	Homsegutta	Neivel? Men du ser heller ingen elefanter, dildoer og ihvertfall ingen @erna_solberg . For en overskrift http://t.co/qEDWHVaY6T
2014-09-29 19:35:19	neutral	jtbakler	@gunnarooo @BJelsa @konservativ @erna_solberg Veldig spent på hva dette betyr for begavede barn og talentutvikling.
2014-09-25 10:38:20	neutral	Cindyrobles1985	@noradno: #UNGA i dag: @erna_solberg leder møte i pådrivergruppa for #tusenårsmålene #MDGMomentum Følg med her eller på @mcampaign
2014-09-24 10:47:55	neutral	terhoy	@tonemhansen Er det så at @Arbeiderpartiet ville gått lenger i #klimakutt? @Nina_Jensen @erna_solberg @TSundtoft
2014-09-26 23:09:42	neutral	kristianzhe	@erna_solberg Hvor seriøst tar Dere psykisk helse, når en med alvorlig Ocd hele livet, ikke for dekt tannlege kostnader? #helse #OCD
2014-09-26 11:13:56	neutral	OrjanArveSunde	Venter spent på statsbudsjettet. Vil Høyre gjøre noe med valgløftet sitt om høyere lønn til lærerne? @erna_solberg @konservativ
2014-09-26 11:11:33	neutral	SINNAGUBBEN	@SVHeikki @erna_solberg Ja, Frankrike er enda dummere enn Norge. #Supperåd
2014-09-25 18:59:16	neutral	egofri	@mariusholm: Slik kan @erna_solberg få flere vann-, vind- og solkraftverk hun kan åpne i Afrika!  http://t.co/BjKoiJcTXB
2014-09-24 20:14:07	neutral	Mannsperson	@erna_solberg Uten at gutta dreper IS, kan du se langt etter utdanning for jenter
2014-09-26 10:53:44	neutral	Syklistenes	Statsbudsjettet på sykkel bør bli en festinvitasjon! http://t.co/j7ZkUirMLe @ketilso @erna_solberg @Lindacath @SverreMyrli @abidraja
2014-09-28 20:15:43	neutral	MSglol	@erna_solberg Fortjener ikke gutta litt utdannelse også? Jeg er ganske lei av at slike kampanjer skal rettes mot ett kjønn. @aliciakeys
2014-10-08 14:36:21	neutral	frodehallingbye	Kjenner veldig på at den svært så personlige kampen for #trafikksikkerhet fikk seg et skudd for baugen i dag. @ketilso @erna_solberg
2014-09-28 09:01:51	neutral	ArindF	@SammyTheRabbit @ErikMolland Det er kanskje derfor det annonseres? @jantoresanner @erna_solberg
2014-09-27 21:10:27	neutral	tonjesolbergcom	Latterlige Norge! En grunn til at man ikke reiser miljøvennlig i eget land! - http://t.co/dYhyK6sud6 #Norway #Travel #Tourism @erna_solberg
2014-09-26 09:11:21	neutral	NedMedOD	@erna_solberg HVA HAR DU Å SI TIL DETTE? #NedMedOD @NedMedOD http://t.co/lDcfiYynK2
2014-09-23 14:35:20	neutral	SteelChristian	Solid regnskogsinnsats fra @erna_solberg, @borgebrende og @TSundtoft i dag! Gratulerer! Store forventninger om økt #skogvern også i Norge.
2014-09-24 06:50:18	neutral	PerVassbotn	@CSpange @Aftenposten @erna_solberg Sannsynlige grunner: ingen, heller ikke de 120, venter resultater. Og Kina og USA uteblir. Neste gang...
2014-10-02 11:07:00	neutral	reroll	#Ebola: Hva er Norges plan og beredskap for å verne nordmenn mot Ebola, @erna_solberg? @nrknyheter @aft_politikk @dagbladet @vgnett
2014-09-22 06:38:46	neutral	norchris	Kan ikke noe foreslå at Erna Solberg skal kalles landsmoder? Eller er sånne landsmoderfadere bare fra Ap?
2014-09-27 21:23:00	neutral	KapteinKnut	Fengselsdirektøren fikk kongens fortjenestemedalje. #Respekt @AndersAnundsen @erna_solberg  @Fengselsbetjent http://t.co/C2c8N7el2k
2014-09-28 11:10:12	neutral	andersskyrud	hallo @erna_solberg, nå har de begynt med hærverk også!!! http://t.co/jklLEdtLbY
2014-09-28 11:32:43	neutral	TGrefstad	Regner med @erna_solberg og @Byraadslederen er klar over at hvis @Hoyre bidrar til #Oslo2022 så tapes kommunevalget med et brak beste år
2014-09-24 07:16:21	neutral	Statsmin_kontor	Statsminister @erna_solberg gratulerer i anledning Rosh Hashana: http://t.co/6jP17yRIuF
2014-09-28 09:12:09	neutral	JarleHeitmann	@jasnoen det @erna_solberg og @jonasgahrstore risikere med nei-overkjørsel, er at "milliardsluk" er hva de vil bli husket for... #oslo2022
2014-09-23 16:09:17	neutral	FNsambandet	@erna_solberg roser Kina for sitt miljøengasjement. Men Kina stiller svakt uder #Climate2014 #UNGA2014  http://t.co/4mDZJigXoD
2014-09-23 23:21:52	neutral	SVHeikki	@ZagraZnjaZagra NTB var litt kjappe;) @erna_solberg
2014-09-27 15:12:50	neutral	treetvedelva	@erna_solberg Men det er ikke homofobi når man mener at Homofili er galt!  Det har vi lov til å mene og det er INGEN homofobi!!!!
2014-09-30 18:18:05	neutral	asecamilla	@GBrten @roarulvestad @erna_solberg hva er EVU i OECD? Når N bruker mer enn snitt så merkelig om vi ikke har EVU. Hva er innholdet?
2014-09-23 17:30:51	neutral	Hros	@CSpange @erna_solberg det vil være fornuftig å investere i klima, men av økonomiske hensyn ikke politiske.
2014-09-24 21:41:15	neutral	ronneberg	Det er altså @erna_solberg, ikke @borgebrende, som holder Norges innlegg på toppmøtet i #UNSC. Skrev feil tidligere.
2014-09-28 08:37:16	neutral	HelenMNetland	Taler om fattigdom i USA. Hva m de fattige her i landet? Hører ikke mye om det. @erna_solberg  @Venstre @SVHeikki  @KrFNorge
2014-10-08 11:13:36	neutral	Geiralex	@delveien @nikolaiastrup @olavtorvund @Hoyre @erna_solberg Det er ikke vanskelig: Sykkel er den samfunnsøk minst viktige kjøretøygruppen
2014-10-02 19:05:51	neutral	dammen8	De moderate olympiske leker som du etterspør er det ingen som kunne gjennomført bedre enn Norge @erna_solberg ! Feigt! #Oslo2022
2014-10-09 10:46:56	neutral	abjartnes	Etter mitt syn feil å skyte på @TSundtoft . Det er @erna_solberg som viser manglende lederskap. #klima http://t.co/waEY4m4f6j
2014-09-22 21:07:41	neutral	Haakongloersen	Aftenposten går i front og åpner for fullskala CCS-anlegg i utlandet!  http://t.co/IyUyJAG0z4
2014-10-09 08:57:39	neutral	hordalandkrf	KrF: "Sundtoft gjør ikke jobben sin." Erna Solberg sendte klimastatsråden ut av Oslo på budsjettdagen: http://t.co/ettS8atBcL
2014-09-23 21:09:42	neutral	SVHeikki	@SunnivaBjerkaas http://t.co/i8pjSKlThM Rike land lovet 100 milliarder dollar årlig i klimamidler til utviklingsland fra 2020.@erna_solberg
2014-09-30 09:20:05	neutral	SverreTveit	Innertier fra @konservativ og @erna_solberg idag: Krav om etterutdanning av lærere; viktigste tiltak i #lærerløftet! http://t.co/hV02gHEUOC
2014-09-27 11:42:05	neutral	PeterMHaugan	@Haltbrekken: Gass viktigere enn klima for regjeringen http://t.co/narlbg91QS @tordlien @erna_solberg
2014-09-27 13:17:44	neutral	erna_solberg	@Morten_Nico @Natteramnoslo absolutt god tale, da sier det mye om hvor god hans kones tale om jenter og utdanning var :)
2014-09-26 23:27:32	neutral	orjanoi	@erna_solberg @Siv_Jensen_FrP @jonasgahrstore: Regjeringen har gjort mye bra, men det blir et helvete med høyhus, bygging i strandsonen osv.
2014-09-22 18:55:25	neutral	RagnhildMe	Milano kommune har nå tatt imot 41.000 flyktninger siden 1.1.2014. Hvor mange har rike Norge tatt? @frp_no @Hoyre @erna_solberg
2014-09-30 09:14:00	positive	ingebrigtdalseg	@bafoss: Led oss ikke inn i OL @erna_solberg http://t.co/nmgrcOMMWE
2014-09-23 17:04:45	positive	SosialistRuffen	@CSpange: Godt 1.trekk @erna_solberg Så trekk deretter oljefondet ut av klimaverstinger. Takk http://t.co/5ifIl2qltv
2014-09-23 21:58:39	positive	SVHeikki	Lett å snakke om hva verden bør gjøre for å kutte utslipp. Åpenbart enklere for @erna_solberg, enn å snakke om hva hun skal gjør i Norge.
2014-10-01 17:05:31	positive	gunnarooo	Norge i @erna_solberg og tidl @jensstoltenberg har noen av verdens beste politikere. Erna styrer Norge, Jens tar NATO - nice! #BraveNewWorld
2014-09-27 20:56:41	positive	treetvedelva	@erna_solberg Unge radikaliseres over hele Norge, i dag har Oslo besøk av shariaforkjemperen Sheikh Waleed Abdulhakeem.Erna GJØR NOE!!!!!!!
2014-09-23 16:44:59	positive	SVHeikki	@halssindre Absolutt, men Norge har inntekter i hundremilliardersklassen fra klimaødeleggende olje og har litt å gjøre opp for.@erna_solberg
2014-09-27 20:41:18	positive	Hoyre	.@erna_solberg og Gwen Stefani på samme scene i Central Park i dag: http://t.co/k6bEFAFIdj #GlobalCitizenFestival
2014-09-27 08:52:45	positive	geirpo	@CHKrey FrP de neste årene: Her får vi ikke bygget vei - men det er fordi H ville ha OL  @erna_solberg
2014-09-21 19:14:48	positive	Limamigo	Det er #PeopleClimateMarch idag, men Statsministeren i Noreg @erna_solberg er mest oppteken av... @eivindtraedal http://t.co/yE2fPIYrt8
2014-09-27 14:12:12	positive	larsmg	Noen andre som vil innrømme å ha stemt på andre enn eget parti,  @audunlysbakken @KAHareide @Trinesg @erna_solberg @Siv_Jensen_FrP?
2014-09-27 19:15:25	positive	kransizzle	Tar med mæ @erna_solberg @karolinevoje @Ajvoje og dra til Central Park på #GlobalCitizenFestival
2014-10-09 11:16:03	positive	uglameg	At de rødgrønne har innført noe dumt, betyr ikke at vi blåblå trenger å videreføre det. Mye som skurrer i den uføreformen. @erna_solberg
2014-10-01 17:13:13	positive	Jornme	Tror nå at kraft politikeren @erna_solberg og pinglen @konservativ kan løfte lærerne også men tror de må slankes litt @vgnett ? #OL2022
2014-09-27 14:30:13	positive	TrondSrensen	@brdsyrstad Dexsom har lovet pwngene kan jo utbetale de. rett og rimelig det.. @SVHeikki @erna_solberg
2014-09-27 16:51:49	positive	ArntSteier	@erna_solberg Kjære fru Solberg.Det er en alvorlig handling hvis politikerne går mot folkets vilje i Oslo-OL.Mistillit fremmer ikke gjenvalg
2014-10-08 12:10:54	positive	kimaj76	@mammathessy  @gjertm @erna_solberg fremstår som meget empatisk med de svakeste, må jeg si.. De svakeste,stakkars bedriftene og eierne !
2014-09-22 13:55:01	positive	orjanoi	@BergensUH @erna_solberg: Bergens Unge Høyre vil fylle igjen Store Lungegårdsvann. Tenk å gå inn for noe så dumt!
2014-09-27 03:34:05	positive	KhurramDawood	@faizalam nå må du ikke overdrive :) ingen har brukt kjemisk gass. @erna_solberg
2014-09-29 05:26:14	positive	CSpange	@C_Askenberg @Jostebe @erna_solberg @jonasgahrstore   eller kanskje håp?! yay! https://t.co/ENGKm6W6Ci
2014-09-27 15:39:54	positive	Natteramnoslo	@Morten_Nico @erna_solberg  Vart ingen løysing i München. Vart ei løysing i 1945.  Kan ikkje løyse problema med å støtte opp om folkemord.
2014-09-28 19:08:35	positive	staalec	@trygve73 @erna_solberg vet om minst en til som ikke gjentar stemmen til Høyre om det blir ja til OL.....
2014-10-02 06:00:08	positive	tomsrss	«Ser jeg Erna Solberg med ett norsk flagg i kommende OL, så kommer jeg til å spy.»: Vålerenga-trener Espen «Sh... http://t.co/9xghJmFz5J
2014-09-22 16:14:04	positive	ElleOslo	@SVsilje @lillemonsa men de går også inn i forhandlinger med IS, å gir IS "frikort" til å drepe kurdere.  @erna_solberg
2014-09-27 13:22:03	positive	erna_solberg	@AstridIren vi støtter krigen  mot ISIL, og vi deltar med planleggere og har åpnet for å utvide på treningssiden.
2014-09-24 14:27:55	positive	PrinsPernille	Eirik Lae Solberg (H) i byrådet i Oslo - Erling Lae og Erna Solbergs hittil ukjente kjærlighetsbarn?
2014-10-01 09:48:05	positive	AmhHagen	@andmyg @erna_solberg Har 15 studiepoeng matte, 18 års erfaring, men er nå ikke godkjent mattelærar. Elsker mattefaget. Logisk?
2014-09-26 23:43:50	positive	orjanoi	@erna_solberg @Siv_Jensen_FrP @jonasgahrstore: Mer negativt: rådyre saksomkostninger til retten og til saksøkte (burde vært gratis).
2014-10-02 06:40:47	positive	miniforetak	@brreg Reaksjoner fra politisk hold burde kunne forventes om konkursstatistikken, eller hva, @erna_solberg?
2014-09-23 20:00:47	positive	knutame	@SteelChristian @erna_solberg @borgebrende @TSundtoft At ALLE faginstanser kan overkjøres som i #Sørdalen sier sitt! http://t.co/FZmT5kuNG3
2014-09-25 13:11:20	positive	orjanoi	@kldep @erna_solberg @TSundtoft @borgebrende: Det begynte vel å minke på olje i britisk sektor i Nordsjøen, så hun ville vel spare olje.
2014-10-08 11:58:42	positive	haugetunfhs	@erna_solberg Man kan ikke snakke om et skoleløft og samtidig kutte drastisk for folkehøgskolene
2014-09-24 04:04:40	positive	markzachary98	Solberg: En historisk avtale: Statsminister Erna Solberg (H) hyller en felles avtale om regnskogbevari... http://t.co/iAuR6i3yk3 #Bergen
2014-10-09 12:25:40	positive	KarlEldar	@Trinesg Vet, det burde de! Men m kommuner h tilbudt barnehage. D blir nå rammet, vi går i feil retning! @erna_solberg #asylbarna @SV_Karin
2014-10-02 08:30:29	positive	hiemeyer	@erna_solberg Ettersom det ble et OL-nei,er det vel på tide å bevilge mer penger til idretten:dvs grener som ikke er Langrenn og skyskyting
2014-10-02 15:22:21	positive	BakkeMona	Jeg lurer på hvem @erna_solberg &amp; @konservativ mener skal undervise barna når det blir lærermangel? http://t.co/I1n3PGYjll @perandersmadsen
2014-09-27 07:55:39	positive	KAHareide	@SiwBergsas KrFs forslag er max 16 elever eller to lærere fra første til fjerde trinn. Viktig sak!! Siv_Jensen_FrP @erna_solberg @Trinesg
2014-09-25 15:08:55	positive	tveitdal	@GunnarKv:Gass redder ikke klimaet @erna_solberg @jonasgahrstore @TSundtoft http://t.co/Vs92BIlDV4
2014-10-01 10:18:59	positive	BAdesKen	@nasjonensoye: Erna Solberg krever fri bar og egne ganger på Stortinget under Høyres møte om OL i dag. http://t.co/jjBDsgV3Te
2014-09-27 11:59:51	positive	LiviaSauter	@erna_solberg og @Siv_Jensen_FrP jeg vil ha lærlingtiden min i utlandet!!
2014-09-30 09:16:43	positive	HarekElvenes	@Odden: Nå presenterer @erna_solberg og @konservativ #Lærerløftet - se det her: http://t.co/hLSIIMFH9G
2014-10-08 10:44:14	positive	Arbeiderpartiet	Innbyggerne i norske kommuner vil merke at de borgerlige og Erna Solberg igjen styrer kommuneøkonomien, sier @helgape http://t.co/6KWrtVkx0I
2014-09-25 08:29:43	positive	habibsaaid52	@Natteramnoslo: @ramazanates123 @erna_solberg  Støttar #Assad og folkemordet i Syria per i dag, i "kampen mot #ISIL".
2014-09-28 20:40:51	positive	H4sle	.@erna_solberg husk at @jensstoltenberg ikke tok seg allverdens ut først i paraden på moldejazz. best å unngå sånt, man må passe på litt ok?
2014-09-23 21:10:27	positive	DanielHanSelv	En femåring forstår at krig er teit, det gjør ikke @erna_solberg
2014-09-27 14:27:11	positive	PerVassbotn	@wolflove27 @CSpange @Torill_Talgo OL: Høyres gruppe husker hvor fint det gikk sist Erna fulgte sin magefølelse. http://t.co/mdvLYFwLQM
2014-10-09 08:13:32	positive	SianTxt	Virker som de er blitt truet til ikke skrive noe. Noen som vet om Erna Solberg er Muslim?
2014-10-01 18:26:20	positive	Colaboks	@kubb4: Skammelig. Patetisk. Evneveikt. Avkastning oljefond 2 kvartal i år: 192 mrd. Aldri mer! @Hoyre @erna_solberg
2014-09-21 16:07:12	positive	suneowren	@HaraldJacobsen: Og @erna_solberg bare: "Ikke lat som om vi lovde noe annet", og Høyres partiprogram s.12 bare: http://t.co/FqEfkoQn9e
2014-09-24 08:47:17	positive	_idaandersen	@erna_solberg om klimaambisjoner: «Mange av de store selskapene er opptatt av å være bærekraftige framover». Vagere kan det vel ikke bli.
2014-09-29 16:20:54	positive	tonjesolbergcom	Handikappet og urettferdig behandlet. (Cilejentii) - http://t.co/1ZWRNVvfIQ @erna_solberg
2014-09-24 20:42:34	positive	ArneSeland	@thorbjarnebore Erna Solberg må sette sine spor i klimapolitikken, går hun ut i ei myra blir hun sittende fast.
2014-09-27 07:30:31	positive	orjanoi	@BentHHoyre @AndersAnundsen @erna_solberg:Fedrelandspartiet skriver:"Målet må være at eldre, syke og skadede, bl.a. i trafikken, får hjelp."
2014-09-28 18:18:15	positive	fenilsen	@Glette Du er klar over at du aldri blir kandidat til fredsprisen med slike uttalelser? @erna_solberg
2014-09-21 20:34:07	positive	bittenmo	@HAvloyp: @erna_solberg på @forskningsradet mener kommersialisering av forskning er viktig! Vises det i statsbudsjett 2015?
